date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-05-11 00:00:00,31.6,29,36.1,0,,,9.8,,1011.2,
2024-05-12 00:00:00,32.4,27.8,37.5,0,,,11.4,,1010.2,
2024-05-13 00:00:00,30.7,26.3,38.3,10.1,,,9.9,,1008.6,
2024-05-14 00:00:00,32.3,24.9,36.4,2.6,,,7.4,,1009.3,
2024-05-15 00:00:00,32.5,29.5,37.4,0.5,,,10.2,,1010,
2024-05-16 00:00:00,32.5,27.4,37.7,1.1,,,8.7,,1009.7,
2024-05-17 00:00:00,31,25.5,37.3,2.5,,,10,,1008.8,
2024-05-18 00:00:00,31.7,25.4,36.3,2.8,,,8.9,,1007.3,
2024-05-19 00:00:00,29.7,24,35.2,0,,,6.8,,1007,
2024-05-20 00:00:00,32.2,24.4,37.5,36.6,,,7.6,,1007.4,
2024-05-21 00:00:00,32.7,28.8,37.2,0,,,9.9,,1008.3,
2024-05-22 00:00:00,32.3,29.6,36.6,0.8,,,9.7,,1008.5,
2024-05-23 00:00:00,32.7,29.4,36.8,0,,,12.5,,1008.2,
2024-05-24 00:00:00,32.6,30,36.7,1.5,,,11,,1008.4,
2024-05-25 00:00:00,28.4,26.6,32.1,24.9,,,14.3,,1008.4,
2024-05-26 00:00:00,26.5,25.6,27.2,103.6,,,15.5,,1006.6,
2024-05-27 00:00:00,29.9,25.5,33.2,20.9,,,15.6,,1006.5,
2024-05-28 00:00:00,30.2,26.5,33.5,2.5,,,14.7,,1006.9,
2024-05-29 00:00:00,29,27.8,34,0,,,8.6,,1007.4,
2024-05-30 00:00:00,31.4,26.7,35.7,34.3,,,7.7,,1009.1,
2024-05-31 00:00:00,32.1,28.5,36.2,0,,,8.5,,1010.6,
2024-06-01 00:00:00,32.7,29.2,36.9,0.4,,,9.4,,1010.7,
2024-06-02 00:00:00,31.9,29,36,2.8,,,10,,1009.5,
2024-06-03 00:00:00,31.8,28.4,34.5,6.6,,,12.2,,1008.1,
2024-06-04 00:00:00,31.4,30,35.4,0.6,,,12.1,,1009.1,
2024-06-05 00:00:00,28.2,26,32.9,15.5,,,6.2,,1010.4,
2024-06-06 00:00:00,28.4,25,33.7,14.7,,,8.9,,1010.4,
2024-06-07 00:00:00,28.9,24.7,33.1,11.2,,,7.9,,1008.8,
2024-06-08 00:00:00,30.1,26.6,35,6.3,,,7.5,,1008.8,
2024-06-09 00:00:00,30.3,27.7,35.4,14.3,,,7.8,,1010.2,
2024-06-10 00:00:00,30.5,27,36.2,0,,,6.8,,1011.3,
2024-06-11 00:00:00,30.9,26.3,33.8,0,,,10,,1011.2,
2024-06-12 00:00:00,31.2,28.5,34,1.8,,,10.4,,1010.5,
2024-06-13 00:00:00,31.1,28.5,34.2,1.1,,,9.2,,1008.8,
2024-06-14 00:00:00,30.1,28.8,34.2,9.9,,,8.2,,1008,
2024-06-15 00:00:00,29.9,26.4,35.7,2,,,8.2,,1008.2,
2024-06-16 00:00:00,29.3,26.4,33,42.4,,,9.8,,1009.2,
2024-06-17 00:00:00,30.2,24.8,35,43.9,,,7.4,,1009.3,
2024-06-18 00:00:00,29.5,27,33.5,8.4,,,9,,1008.5,
2024-06-19 00:00:00,30.3,26.9,35,2.5,,,8,,1007.4,
