id,ts,station_id,lsid,tx_id,temp_last,temp_hi,temp_lo,temp_avg,temp_hi_at,temp_lo_at,hum_last,hum_hi,hum_lo,hum_hi_at,hum_lo_at,heat_index_last,heat_index_hi,heat_index_hi_at,wind_chill_last,wind_chill_lo,wind_chill_lo_at,wet_bulb_last,wet_bulb_hi,wet_bulb_lo,wet_bulb_hi_at,wet_bulb_lo_at,dew_point_last,dew_point_hi,dew_point_lo,dew_point_hi_at,dew_point_lo_at,wind_speed_last,wind_speed_hi,wind_speed_avg,wind_speed_hi_at,wind_dir_last,wind_dir_of_prevail,wind_dir_of_avg,wind_speed_hi_dir,wind_run,rainfall_mm,rainfall_in,rain_rate_hi_mm,rain_rate_hi_in,rain_rate_hi_at,rain_size,rainfall_clicks,rain_rate_hi_clicks,solar_rad_hi,solar_rad_avg,solar_energy,solar_rad_hi_at,uv_index_hi,uv_index_avg,uv_dose,uv_index_hi_at,thw_index_last,thw_index_hi,thw_index_lo,thw_index_hi_at,thw_index_lo_at,thsw_index_last,thsw_index_hi,thsw_index_lo,thsw_index_hi_at,thsw_index_lo_at,wbgt_last,wbgt_hi,wbgt_hi_at,pressure,rssi,reception,packets_received,packets_missed,packets_received_streak,packets_missed_streak,crc_errors,resyncs,freq_error_avg,freq_error_total,trans_battery_volt,trans_battery_flag,supercap_volt_last,solar_volt_last,solar_rad_volt_last,uv_volt_last,spars_volt_last,spars_rpm_last,hdd,cdd,et,arch_int,tz_offset,gnss_fix,gnss_clock,latitude,longitude,elevation,synced_at,data_source
233,1761053400,205011,813260,1,83.0,83.6,83.0,83.3,1761052667,1761053303,83.4,83.4,80.2,1761053377,1761052506,93.0,93.8,1761052770,83.0,83.0,1761053303,78.9,79.0,78.4,1761053292,1761052513,77.4,77.5,76.7,1761053292,1761052513,,7.0,3.15,1761052641,,360,5,292,0.7900000214576721,0.0,0.0,0.0,0.0,1761052501,1,0,0,,,,,,,,,93.0,93.8,92.9,1761052770,1761052513,,,,,,,,,,-88,100.0,352,0,2529,0,0,0,0,-18,2.998,0,1.978,0.029,2.998,3,,,0.0,0.191,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
234,1761054300,205011,813260,1,82.7,83.1,82.7,82.9,1761053415,1761054194,84.3,84.3,83.4,1761054299,1761053428,92.3,93.2,1761053415,82.7,82.7,1761054194,78.7,79.0,78.7,1761053415,1761054194,77.3,77.6,77.3,1761053846,1761054194,,6.44,2.59,1761054153,,360,17,27,0.6499999761581421,0.0,0.0,0.0,0.0,1761053403,1,0,0,,,,,,,,,92.3,93.2,92.3,1761053415,1761054194,,,,,,,,,,-88,100.0,351,0,2880,0,0,0,0,-13,2.998,0,1.94,0.029,2.998,3,,,0.0,0.187,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
235,1761055200,205011,813260,1,82.4,82.7,82.4,82.5,1761054307,1761054727,84.5,85.0,84.4,1761054966,1761054351,91.8,92.5,1761054358,82.4,82.4,1761054727,78.6,78.9,78.6,1761054358,1761055076,77.3,77.5,77.3,1761054512,1761055127,,6.5,2.5,1761055181,,360,2,329,0.6299999952316284,0.0,0.0,0.0,0.0,1761054315,1,0,0,,,,,,,,,91.8,92.5,91.8,1761054358,1761055127,,,,,,,,,,-88,100.0,351,0,3231,0,0,0,0,-10,2.998,0,1.899,0.029,2.998,3,,,0.0,0.182,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
236,1761056100,205011,813260,1,82.8,82.9,82.4,82.7,1761055957,1761055209,83.3,84.3,83.3,1761055222,1761056042,92.4,92.7,1761055957,82.8,82.4,1761055209,78.7,78.8,78.6,1761055742,1761055230,77.2,77.4,77.2,1761055742,1761055998,,10.5,4.83,1761055904,,315,331,335,1.2100000381469727,0.0,0.0,0.0,0.0,1761055201,1,0,0,,,,,,,,,92.4,92.7,91.7,1761055957,1761055230,,,,,,,,,,-88,100.0,351,0,3582,0,0,0,0,-8,2.998,0,1.858,0.029,2.998,3,,,0.0,0.184,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
237,1761057000,205011,813260,1,82.6,82.9,82.6,82.7,1761056255,1761056870,84.3,84.3,83.4,1761056964,1761056196,92.2,92.7,1761056255,82.6,82.6,1761056870,78.8,78.8,78.6,1761056255,1761056398,77.4,77.4,77.2,1761056880,1761056398,,8.25,4.07,1761056139,,337,337,313,1.0199999809265137,0.0,0.0,0.0,0.0,1761056101,1,0,0,,,,,,,,,92.2,92.7,92.2,1761056255,1761056870,,,,,,,,,,-88,100.0,352,0,3934,0,0,0,0,-5,2.998,0,1.823,0.026,2.998,3,,,0.0,0.185,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
238,1761057900,205011,813260,1,82.2,82.6,82.1,82.4,1761057003,1761057823,85.4,85.4,84.4,1761057836,1761057016,91.5,92.3,1761057136,82.2,82.1,1761057823,78.6,78.8,78.5,1761057136,1761057823,77.4,77.5,77.2,1761057485,1761057823,,8.0,3.96,1761057357,,360,343,315,0.9900000095367432,0.0,0.0,0.0,0.0,1761057000,1,0,0,,,,,,,,,91.5,92.3,91.2,1761057136,1761057823,,,,,,,,,,-88,100.0,351,0,4285,0,0,0,0,0,2.998,0,1.782,0.029,2.998,3,,,0.0,0.181,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
239,1761058800,205011,813260,1,82.5,82.5,82.0,82.1,1761058766,1761058059,84.4,85.8,84.4,1761058246,1761058758,92.0,92.0,1761058766,82.5,82.0,1761058059,78.7,78.7,78.4,1761058766,1761058407,77.3,77.4,77.0,1761058592,1761058407,,7.19,2.78,1761058558,,337,332,345,0.699999988079071,0.0,0.0,0.0,0.0,1761057902,1,0,0,,,,,,,,,92.0,92.0,90.9,1761058766,1761058407,,,,,,,,,,-88,100.0,351,0,4636,0,0,0,0,-7,2.998,0,1.738,0.026,2.998,3,,,0.0,0.179,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
240,1761059700,205011,813260,1,83.0,83.0,82.5,82.8,1761059678,1761058807,82.5,84.3,82.5,1761058861,1761059681,92.7,92.8,1761059237,83.0,82.5,1761058807,78.6,78.9,78.6,1761059237,1761059688,77.1,77.5,77.1,1761059237,1761059688,,9.0,3.45,1761059250,,315,320,337,0.8600000143051147,0.0,0.0,0.0,0.0,1761058804,1,0,0,,,,,,,,,92.7,92.8,92.0,1761059237,1761058807,,,,,,,,,,-88,100.0,351,0,4987,0,0,0,0,-25,2.998,0,1.7,0.029,2.998,3,,,0.0,0.185,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
241,1761060600,205011,813260,1,83.5,83.6,82.9,83.3,1761060539,1761059709,80.9,82.3,80.7,1761059732,1761060193,93.4,93.6,1761060539,83.5,82.9,1761059709,78.7,78.8,78.4,1761060539,1761060119,77.0,77.1,76.7,1761059719,1761060201,,8.44,3.46,1761060191,,315,321,330,0.8700000047683716,0.0,0.0,0.0,0.0,1761059706,1,0,0,,,,,,,,,93.4,93.6,92.4,1761060539,1761059709,,,,,,,,,,-88,100.0,351,0,5338,0,0,0,0,-7,2.998,0,1.656,0.026,2.998,3,,,0.0,0.191,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
242,1761061500,205011,813260,1,82.7,83.6,82.7,83.2,1761060601,1761061390,84.3,84.3,80.8,1761061475,1761060757,92.5,93.6,1761060601,82.7,82.7,1761061390,78.8,79.0,78.7,1761061123,1761060765,77.5,77.5,77.0,1761061277,1761060765,,6.38,3.37,1761061200,,360,6,13,0.8399999737739563,0.0,0.0,0.0,0.0,1761060608,1,0,0,,,,,,,,,92.5,93.6,92.3,1761060601,1761061390,,,,,,,,,,-88,100.0,352,0,5690,0,0,0,0,-23,2.998,0,1.606,0.026,2.998,3,,,0.0,0.19,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
243,1761062400,205011,813260,1,81.9,82.7,81.9,82.3,1761061503,1761062302,85.6,85.6,84.4,1761062192,1761061526,90.8,92.5,1761061503,81.9,81.9,1761062302,78.4,78.8,78.4,1761061503,1761062302,77.2,77.5,77.2,1761061503,1761062302,,4.38,2.3,1761062264,,45,40,37,0.5799999833106995,0.0,0.0,0.0,0.0,1761061510,1,0,0,,,,,,,,,90.8,92.5,90.8,1761061503,1761062302,,,,,,,,,,-88,100.0,351,0,6041,0,0,0,0,-7,2.998,0,1.547,0.029,2.998,3,,,0.0,0.18,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
244,1761063300,205011,813260,1,82.0,82.0,81.8,81.9,1761063091,1761062620,84.9,85.9,84.9,1761062500,1761063268,90.9,91.0,1761063091,82.0,81.8,1761062620,78.3,78.4,78.3,1761062507,1761063132,77.0,77.3,77.0,1761062507,1761063132,,5.31,2.05,1761063299,,360,13,1,0.5099999904632568,0.0,0.0,0.0,0.0,1761062402,1,0,0,,,,,,,,,90.9,91.0,90.6,1761063091,1761062712,,,,,,,,,,-88,100.0,351,0,6392,0,0,0,0,-1,2.998,0,1.506,0.026,2.998,3,,,0.0,0.176,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
245,1761064200,205011,813260,1,82.0,82.1,82.0,82.0,1761063419,1761063307,85.1,85.1,84.8,1761064088,1761063320,90.9,91.2,1761064137,82.0,82.0,1761063307,78.4,78.4,78.3,1761063419,1761063327,77.1,77.2,77.0,1761064137,1761063327,,8.19,4.34,1761063581,,360,12,4,1.0800000429153442,0.0,0.0,0.0,0.0,1761063304,1,0,0,,,,,,,,,90.9,91.2,90.8,1761064137,1761063327,,,,,,,,,,-88,100.0,351,0,6743,0,0,0,0,-6,2.998,0,1.462,0.032,2.998,3,,,0.0,0.178,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
246,1761065100,205011,813260,1,82.2,82.2,82.0,82.1,1761064906,1761064209,84.8,85.1,84.6,1761064242,1761064755,91.4,91.4,1761065070,82.2,82.0,1761064209,78.5,78.5,78.3,1761065070,1761064608,77.2,77.2,76.9,1761065070,1761064844,,6.81,2.79,1761064544,,22,18,8,0.699999988079071,0.0,0.0,0.0,0.0,1761064216,1,0,0,,,,,,,,,91.4,91.4,90.8,1761065070,1761064844,,,,,,,,,,-88,100.0,352,0,7095,0,0,0,0,16,2.998,0,1.395,0.035,2.998,3,,,0.0,0.178,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
247,1761066000,205011,813260,1,82.2,82.3,82.1,82.2,1761065141,1761065531,85.4,85.4,84.8,1761065882,1761065165,91.5,91.6,1761065141,82.2,82.1,1761065531,78.6,78.6,78.4,1761065141,1761065531,77.4,77.4,77.2,1761065890,1761065100,,8.94,2.83,1761065674,,360,2,349,0.7099999785423279,0.0,0.0,0.0,0.0,1761065108,1,0,0,,,,,,,,,91.5,91.6,91.2,1761065141,1761065531,,,,,,,,,,-88,100.0,351,0,7446,0,0,0,0,-7,2.998,0,1.336,0.035,2.998,3,,,0.0,0.179,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
248,1761066900,205011,813260,1,82.3,82.4,82.2,82.3,1761066576,1761066023,85.2,85.4,85.2,1761066138,1761066343,91.7,92.0,1761066576,82.3,82.2,1761066023,78.7,78.8,78.6,1761066576,1761066023,77.4,77.5,77.3,1761066576,1761066043,,7.06,2.92,1761066251,,360,352,333,0.7300000190734863,0.0,0.0,0.0,0.0,1761066000,1,0,0,,,,,,,,,91.7,92.0,91.5,1761066576,1761066043,,,,,,,,,,-88,100.0,351,0,7797,0,0,0,0,11,2.998,0,1.284,0.032,2.998,3,,,0.0,0.18,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
249,1761067800,205011,813260,1,82.3,82.4,82.3,82.3,1761066915,1761066904,85.0,85.2,85.0,1761066907,1761067061,91.7,92.0,1761066915,82.3,82.3,1761066904,78.6,78.8,78.6,1761066915,1761067017,77.3,77.5,77.3,1761066915,1761067068,,6.38,2.66,1761066933,,360,348,346,0.6600000262260437,0.0,0.0,0.0,0.0,1761066912,1,0,0,,,,,,,,,91.7,92.0,91.7,1761066915,1761067068,,,,,,,,,,-88,100.0,351,0,8148,0,0,0,0,4,2.998,0,1.21,0.035,2.998,3,,,0.0,0.18,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
250,1761068700,205011,813260,1,82.1,82.3,82.1,82.2,1761067806,1761068360,85.7,85.7,85.0,1761068598,1761067830,91.4,91.8,1761068093,82.1,82.1,1761068360,78.6,78.7,78.6,1761068093,1761068360,77.4,77.5,77.3,1761068678,1761067929,,5.31,2.18,1761068245,,360,360,1,0.5400000214576721,0.0,0.0,0.0,0.0,1761067804,1,0,0,,,,,,,,,91.4,91.8,91.3,1761068093,1761068360,,,,,,,,,,-88,100.0,351,0,8499,0,0,0,0,-12,2.998,0,1.143,0.032,2.998,3,,,0.0,0.179,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
251,1761069600,205011,813260,1,82.7,82.7,82.1,82.3,1761069508,1761068719,82.2,85.9,82.2,1761068957,1761069572,91.8,91.8,1761069508,82.1,82.1,1761068719,78.3,78.7,78.2,1761068831,1761069426,76.7,77.5,76.6,1761068975,1761069426,,12.56,6.13,1761069380,,315,309,284,1.5299999713897705,0.0,0.0,0.0,0.0,1761068706,1,0,0,,,,,,,,,91.2,91.8,91.1,1761069508,1761069231,,,,,,,,,,-88,100.0,352,0,8851,0,0,0,0,10,2.998,0,1.087,0.032,2.998,3,,,0.0,0.18,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
252,1761070500,205011,813260,1,82.8,82.9,82.7,82.8,1761069744,1761069600,82.9,83.2,82.1,1761069931,1761070085,92.3,92.6,1761069938,82.8,82.0,1761069785,78.6,78.8,78.3,1761069938,1761069600,77.1,77.3,76.7,1761069938,1761069600,,12.69,7.05,1761070031,,315,310,323,1.7599999904632568,0.0,0.0,0.0,0.0,1761069608,1,0,0,,,,,,,,,92.3,92.3,91.1,1761070492,1761069610,,,,,,,,,,-88,100.0,351,0,9202,0,0,0,0,9,2.998,0,1.017,0.032,2.998,3,,,0.0,0.186,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
253,1761071400,205011,813260,1,82.4,82.7,82.3,82.6,1761070502,1761071384,82.1,83.1,82.0,1761070546,1761071315,91.0,92.1,1761070554,81.8,81.7,1761071281,78.0,78.5,77.9,1761070554,1761071384,76.4,77.0,76.3,1761070554,1761071384,,12.31,7.45,1761071081,,315,316,297,1.8600000143051147,0.0,0.0,0.0,0.0,1761070500,1,0,0,,,,,,,,,90.4,92.1,90.2,1761070554,1761071384,,,,,,,,,,-88,100.0,351,0,9553,0,0,0,0,2,2.998,0,0.944,0.032,2.998,3,,,0.0,0.183,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
254,1761072300,205011,813260,1,82.1,82.4,82.0,82.2,1761071404,1761072265,82.8,83.1,82.2,1761071981,1761071417,90.5,91.1,1761071732,82.1,81.9,1761071404,77.9,78.1,77.7,1761071732,1761072194,76.3,76.6,76.1,1761071732,1761072265,,11.13,5.69,1761072281,,315,316,328,1.4199999570846558,0.0,0.0,0.0,0.0,1761071402,1,0,0,,,,,,,,,90.5,91.1,90.2,1761071732,1761072265,,,,,,,,,,-88,100.0,351,0,9904,0,0,0,0,-7,2.998,0,0.903,0.035,2.998,3,,,0.0,0.179,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
255,1761073200,205011,813260,1,80.5,82.0,80.5,81.1,1761072304,1761073145,85.7,85.7,83.3,1761073055,1761072440,87.4,90.2,1761072304,80.5,80.5,1761073145,77.1,77.8,77.1,1761072304,1761073145,75.8,76.3,75.8,1761072304,1761073145,,13.25,5.22,1761072394,,315,338,338,1.309999942779541,0.0,0.0,0.0,0.0,1761072302,1,0,0,,,,,,,,,87.4,90.2,87.4,1761072304,1761073145,,,,,,,,,,-88,100.0,351,0,10255,0,0,0,0,10,2.998,0,0.905,0.029,2.998,3,,,0.0,0.168,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
256,1761074100,205011,813260,1,80.6,80.6,80.5,80.5,1761073483,1761073206,85.7,86.6,85.6,1761073465,1761073926,87.6,87.8,1761073483,80.6,80.5,1761073206,77.2,77.4,77.1,1761073483,1761073934,75.9,76.2,75.8,1761073483,1761073934,,9.81,4.32,1761073870,,315,321,314,1.0800000429153442,0.0,0.0,0.0,0.0,1761073204,1,0,0,,,,,,,,,87.6,87.8,87.4,1761073483,1761073934,,,,,,,,,,-88,100.0,352,0,10607,0,0,0,0,37,2.998,0,0.903,0.029,2.998,3,,,0.0,0.162,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
257,1761075000,205011,813260,1,80.5,80.6,80.5,80.6,1761074101,1761074129,85.8,86.5,85.7,1761074131,1761074849,87.4,87.8,1761074149,80.5,80.5,1761074129,77.1,77.4,77.1,1761074149,1761074129,75.9,76.2,75.8,1761074149,1761074129,,6.13,3.05,1761074295,,360,348,327,0.7599999904632568,0.0,0.0,0.0,0.0,1761074106,1,0,0,,,,,,,,,87.4,87.8,87.4,1761074149,1761074129,,,,,,,,,,-88,100.0,351,0,10958,0,0,0,0,17,2.998,0,0.905,0.029,2.998,3,,,0.0,0.162,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
258,1761075900,205011,813260,1,80.5,80.7,80.5,80.6,1761075410,1761075092,85.6,85.9,85.6,1761075259,1761075618,87.4,87.9,1761075410,80.5,80.5,1761075092,77.1,77.3,77.1,1761075410,1761075882,75.8,76.1,75.8,1761075410,1761075882,,5.19,2.78,1761075530,,360,351,359,0.699999988079071,0.0,0.0,0.0,0.0,1761075008,1,0,0,,,,,,,,,87.4,87.9,87.4,1761075410,1761075882,,,,,,,,,,-88,100.0,351,0,11309,0,0,0,0,41,2.998,0,0.903,0.023,2.998,3,,,0.0,0.162,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
259,1761076800,205011,813260,1,80.8,80.8,80.5,80.7,1761076374,1761075902,85.3,85.7,85.2,1761076079,1761076694,88.0,88.0,1761076445,80.8,80.5,1761075902,77.3,77.3,77.0,1761076445,1761075933,76.0,76.0,75.7,1761076445,1761075933,,7.44,2.41,1761076243,,337,343,315,0.6000000238418579,0.0,0.0,0.0,0.0,1761075910,1,0,0,,,,,,,,,88.0,88.0,87.4,1761076445,1761075933,,,,,,,,,,-88,100.0,351,0,11660,0,0,0,0,26,2.998,0,0.947,0.023,2.998,3,,,0.0,0.164,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
260,1761077700,205011,813260,1,81.1,81.1,80.8,80.9,1761077542,1761076804,85.1,85.4,85.1,1761076848,1761077668,88.7,88.7,1761077542,81.1,80.8,1761076804,77.5,77.5,77.3,1761077542,1761076804,76.2,76.3,76.0,1761077542,1761076804,,4.5,1.87,1761077670,,315,320,308,0.4699999988079071,0.0,0.0,0.0,0.0,1761076801,1,0,0,,,,,,,,,88.7,88.7,88.0,1761077542,1761076804,,,,,,,,,,-88,100.0,352,0,12012,0,0,0,0,25,2.998,0,0.903,0.023,2.998,3,,,0.0,0.166,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
261,1761078600,205011,813260,1,80.8,81.1,80.8,81.0,1761077706,1761078598,85.9,85.9,85.1,1761078539,1761077719,88.1,88.7,1761078147,80.8,80.8,1761078598,77.4,77.6,77.4,1761078147,1761078598,76.2,76.3,76.2,1761078290,1761078126,,5.06,3.07,1761078485,,360,11,23,0.7699999809265137,0.0,0.0,0.0,0.0,1761077703,1,0,0,,,,,,,,,88.1,88.7,88.1,1761078147,1761078598,,,,,,,,,,-88,99.0,350,1,12222,0,1,0,0,24,2.998,0,0.903,0.023,2.998,3,,,0.0,0.167,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
262,1761079500,205011,813260,1,80.6,80.8,80.6,80.7,1761078608,1761079336,86.5,86.5,85.9,1761079410,1761078641,87.8,88.2,1761079213,80.6,80.6,1761079336,77.4,77.5,77.3,1761079213,1761078844,76.2,76.3,76.1,1761079213,1761078844,,7.19,4.28,1761079044,,360,10,13,1.0700000524520874,0.0,0.0,0.0,0.0,1761078605,1,0,0,,,,,,,,,87.8,88.2,87.8,1761079213,1761079336,,,,,,,,,,-88,100.0,351,0,491,0,0,0,0,38,2.998,0,0.903,0.021,2.998,3,,,0.0,0.164,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
263,1761080400,205011,813260,1,80.4,80.6,80.3,80.4,1761079510,1761079971,87.4,87.4,86.5,1761080384,1761079513,87.5,87.8,1761079572,80.4,80.3,1761079971,77.4,77.4,77.2,1761080392,1761079971,76.3,76.3,76.1,1761080392,1761079971,,8.19,4.79,1761080166,,360,12,360,1.2000000476837158,0.0,0.0,0.0,0.0,1761079508,1,0,0,,,,,,,,,87.5,87.8,87.2,1761079572,1761079971,,,,,,,,,,-88,100.0,351,0,842,0,0,0,0,53,2.998,0,0.905,0.026,2.998,3,,,0.0,0.161,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
264,1761081300,205011,813260,1,80.2,80.4,80.2,80.3,1761080402,1761081007,87.8,87.8,87.4,1761081204,1761080538,87.1,87.5,1761080843,80.2,80.2,1761081007,77.3,77.5,77.3,1761080843,1761081007,76.3,76.4,76.2,1761080843,1761080433,,5.88,2.69,1761080430,,360,360,360,0.6700000166893005,0.0,0.0,0.0,0.0,1761080410,1,0,0,,,,,,,,,87.1,87.5,87.1,1761080843,1761081007,,,,,,,,,,-88,100.0,351,0,1193,0,0,0,0,18,2.998,0,0.903,0.059,2.998,3,,,0.0,0.159,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
265,1761082200,205011,813260,1,80.2,80.3,80.2,80.2,1761081417,1761081304,88.0,88.0,87.8,1761082075,1761081306,87.1,87.3,1761081417,80.2,80.2,1761081304,77.4,77.4,77.3,1761081417,1761081304,76.3,76.4,76.3,1761081417,1761081304,,6.44,3.86,1761082044,,360,4,1,0.9599999785423279,0.0,0.0,0.0,0.0,1761081301,1,0,0,,,,,,,,,87.1,87.3,87.1,1761081417,1761081304,,,,,,,,,,-88,100.0,352,0,1545,0,0,0,0,24,2.998,0,0.903,0.12,2.998,3,,,0.0,0.159,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
266,1761083100,205011,813260,1,80.8,80.8,80.2,80.3,1761083098,1761082216,85.2,88.3,85.2,1761082536,1761083049,88.0,88.0,1761083098,80.8,80.2,1761082216,77.3,77.5,77.0,1761082534,1761082954,75.9,76.5,75.7,1761082534,1761083057,,11.0,4.37,1761082980,,360,340,292,1.090000033378601,0.0,0.0,0.0,0.0,1761082203,1,0,0,,,,,,,,,88.0,88.0,87.0,1761083098,1761082954,,,,,,,,,,-88,100.0,351,0,1896,0,0,0,0,30,2.998,0,0.905,1.114,2.998,3,,,0.0,0.159,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
267,1761084000,205011,813260,1,82.0,82.0,80.8,81.6,1761083733,1761083108,82.6,84.3,81.9,1761083100,1761083664,90.2,90.2,1761083979,82.0,80.8,1761083108,77.7,77.7,77.0,1761083928,1761083108,76.2,76.2,75.6,1761083979,1761083108,,10.88,6.51,1761083241,,315,311,294,1.6299999952316284,0.0,0.0,0.0,0.0,1761083105,1,0,0,,,,,,,,,90.2,90.2,87.8,1761083979,1761083108,,,,,,,,,,-88,100.0,351,0,2247,0,0,0,0,18,2.998,0,0.905,1.204,2.998,3,,,0.0,0.173,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
268,1761084900,205011,813260,1,81.8,81.9,81.8,81.9,1761084000,1761084123,83.3,83.3,82.5,1761084791,1761084228,89.9,90.1,1761084799,81.8,81.8,1761084123,77.7,77.8,77.5,1761084799,1761084235,76.2,76.3,75.9,1761084799,1761084235,,9.81,6.21,1761084307,,315,311,321,1.5499999523162842,0.0,0.0,0.0,0.0,1761084007,1,0,0,,,,,,,,,89.9,90.1,89.7,1761084799,1761084235,,,,,,,,,,-88,100.0,351,0,2598,0,0,0,0,26,2.998,0,0.999,1.325,2.998,3,,,0.0,0.176,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
269,1761085800,205011,813260,1,81.9,81.9,81.7,81.8,1761085793,1761085096,84.0,84.1,83.2,1761085304,1761084945,90.4,90.4,1761085793,81.9,81.7,1761085096,78.0,78.0,77.7,1761085793,1761085096,76.6,76.6,76.2,1761085793,1761085096,,10.38,5.95,1761084984,,315,312,327,1.4900000095367432,0.0,0.0,0.0,0.0,1761084902,1,0,0,,,,,,,,,90.4,90.4,89.7,1761085793,1761085096,,,,,,,,,,-88,100.0,352,0,2950,0,0,0,0,29,2.998,0,1.245,1.538,2.998,3,,,0.0,0.175,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
270,1761086700,205011,813260,1,82.4,82.4,81.8,82.0,1761086695,1761085804,83.4,84.2,82.9,1761086585,1761086226,91.4,91.4,1761086695,82.4,81.3,1761086265,78.3,78.4,77.7,1761086603,1761085978,76.9,77.0,76.2,1761086603,1761085978,,12.31,6.47,1761085955,,315,316,326,1.6200000047683716,0.0,0.0,0.0,0.0,1761085801,1,0,0,,,,,,,,,91.4,91.4,89.5,1761086695,1761086265,,,,,,,,,,-88,100.0,351,0,3301,0,0,0,0,13,2.998,0,1.609,1.705,2.998,3,,,0.0,0.177,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
271,1761087600,205011,813260,1,82.9,83.0,82.3,82.7,1761087403,1761086706,80.5,83.2,80.5,1761086790,1761087508,91.7,92.2,1761087198,82.9,82.3,1761086706,78.1,78.4,78.1,1761087198,1761087515,76.3,76.9,76.3,1761086777,1761087515,,10.5,6.27,1761087574,,292,308,314,1.5700000524520874,0.0,0.0,0.0,0.0,1761086713,1,0,0,,,,,,,,,91.7,92.2,91.2,1761087198,1761086706,,,,,,,,,,-88,100.0,351,0,3652,0,0,0,0,-31,2.998,0,1.864,1.799,2.998,3,,,0.0,0.184,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
272,1761088500,205011,813260,1,83.1,83.3,82.8,83.0,1761087966,1761087669,81.4,81.4,80.4,1761088481,1761088020,92.5,92.8,1761087966,83.1,82.8,1761087669,78.4,78.5,78.1,1761087966,1761087618,76.8,76.8,76.3,1761088499,1761087618,,10.94,6.06,1761088033,,315,311,327,1.5199999809265137,0.0,0.0,0.0,0.0,1761087605,1,0,0,,,,,,,,,92.5,92.8,91.7,1761087966,1761087669,,,,,,,,,,-88,100.0,351,0,4003,0,0,0,0,-32,2.998,0,2.497,1.808,2.998,3,,,0.0,0.188,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
273,1761089400,205011,813260,1,83.7,83.7,83.1,83.4,1761089381,1761088530,80.4,81.2,79.4,1761088789,1761089199,93.7,93.7,1761089381,83.7,83.1,1761088530,78.8,78.8,78.3,1761089381,1761089207,77.0,77.0,76.4,1761088858,1761089207,,10.31,5.41,1761089207,,315,317,286,1.350000023841858,0.0,0.0,0.0,0.0,1761088507,1,0,0,,,,,,,,,93.7,93.7,92.5,1761089381,1761088530,,,,,,,,,,-88,100.0,351,0,4354,0,0,0,0,-33,2.998,0,2.494,2.075,2.998,3,,,0.0,0.191,,900,28800,,,,,,2025-10-22 11:15:20.104775,weatherlink
